"lakeid","lakename","year4","daynum","month","sampledate","depth_id","depth","comments","nutrient","concentration"
"R","Peter Lake",2014,139,5,2014-05-19,-2,4,"","tp_ug",NA
"R","Peter Lake",2014,139,5,2014-05-19,7,12,"","tp_ug",NA
"L","Paul Lake",2014,140,5,2014-05-20,-2,4,"","tp_ug",NA
"L","Paul Lake",2014,140,5,2014-05-20,7,9,"","tp_ug",NA
"L","Paul Lake",2014,146,5,2014-05-26,1,0.5,"","tp_ug",8
"R","Peter Lake",2014,146,5,2014-05-26,-2,4,"","tp_ug",NA
"R","Peter Lake",2014,146,5,2014-05-26,1,0.5,"","tp_ug",16
"R","Peter Lake",2014,146,5,2014-05-26,7,12,"","tp_ug",NA
"L","Paul Lake",2014,147,5,2014-05-27,-2,4,"","tp_ug",NA
"L","Paul Lake",2014,147,5,2014-05-27,1,0.5,"","tp_ug",9
"L","Paul Lake",2014,147,5,2014-05-27,7,9,"","tp_ug",NA
"R","Peter Lake",2014,147,5,2014-05-27,1,0.5,"","tp_ug",11
"L","Paul Lake",2014,148,5,2014-05-28,1,0.5,"","tp_ug",9
"R","Peter Lake",2014,148,5,2014-05-28,1,0.5,"","tp_ug",12
"L","Paul Lake",2014,149,5,2014-05-29,1,0.5,"","tp_ug",9
"R","Peter Lake",2014,149,5,2014-05-29,1,0.5,"","tp_ug",8
"L","Paul Lake",2014,150,5,2014-05-30,1,0.5,"","tp_ug",10
"R","Peter Lake",2014,150,5,2014-05-30,1,0.5,"","tp_ug",9
"L","Paul Lake",2014,151,5,2014-05-31,1,0.5,"","tp_ug",25
"R","Peter Lake",2014,151,5,2014-05-31,1,0.5,"","tp_ug",12
"L","Paul Lake",2014,152,6,2014-06-01,1,0.5,"","tp_ug",6
"R","Peter Lake",2014,152,6,2014-06-01,1,0.5,"","tp_ug",9
"L","Paul Lake",2014,153,6,2014-06-02,1,0.5,"","tp_ug",5
"R","Peter Lake",2014,153,6,2014-06-02,-2,4,"","tp_ug",NA
"R","Peter Lake",2014,153,6,2014-06-02,1,0.5,"","tp_ug",10
"R","Peter Lake",2014,153,6,2014-06-02,7,12,"","tp_ug",NA
"L","Paul Lake",2014,154,6,2014-06-03,-2,4,"","tp_ug",NA
"L","Paul Lake",2014,154,6,2014-06-03,1,0.5,"","tp_ug",5
"L","Paul Lake",2014,154,6,2014-06-03,7,9,"","tp_ug",NA
"R","Peter Lake",2014,154,6,2014-06-03,1,0.5,"","tp_ug",12
"L","Paul Lake",2014,155,6,2014-06-04,1,0.5,"","tp_ug",6
"R","Peter Lake",2014,155,6,2014-06-04,1,0.5,"","tp_ug",9
"L","Paul Lake",2014,156,6,2014-06-05,1,0.5,"","tp_ug",5
"R","Peter Lake",2014,156,6,2014-06-05,1,0.5,"","tp_ug",11
"L","Paul Lake",2014,157,6,2014-06-06,1,0.5,"","tp_ug",7
"R","Peter Lake",2014,157,6,2014-06-06,1,0.5,"","tp_ug",14
"L","Paul Lake",2014,158,6,2014-06-07,1,0.5,"","tp_ug",8
"R","Peter Lake",2014,158,6,2014-06-07,1,0.5,"","tp_ug",20
"L","Paul Lake",2014,159,6,2014-06-08,1,0.5,"","tp_ug",8
"R","Peter Lake",2014,159,6,2014-06-08,1,0.5,"","tp_ug",21
"L","Paul Lake",2014,160,6,2014-06-09,1,0.5,"","tp_ug",13
"R","Peter Lake",2014,160,6,2014-06-09,-2,4,"","tp_ug",NA
"R","Peter Lake",2014,160,6,2014-06-09,1,0.5,"","tp_ug",19
"R","Peter Lake",2014,160,6,2014-06-09,7,12,"","tp_ug",NA
"L","Paul Lake",2014,161,6,2014-06-10,-2,4,"","tp_ug",NA
"L","Paul Lake",2014,161,6,2014-06-10,1,0.5,"","tp_ug",7
"L","Paul Lake",2014,161,6,2014-06-10,7,9,"","tp_ug",NA
"R","Peter Lake",2014,161,6,2014-06-10,1,0.5,"","tp_ug",16
"L","Paul Lake",2014,162,6,2014-06-11,1,0.5,"","tp_ug",7
"R","Peter Lake",2014,162,6,2014-06-11,1,0.5,"","tp_ug",25
"L","Paul Lake",2014,163,6,2014-06-12,1,0.5,"","tp_ug",11
"R","Peter Lake",2014,163,6,2014-06-12,1,0.5,"","tp_ug",20
"L","Paul Lake",2014,164,6,2014-06-13,1,0.5,"","tp_ug",12
"R","Peter Lake",2014,164,6,2014-06-13,1,0.5,"","tp_ug",19
"L","Paul Lake",2014,165,6,2014-06-14,1,0.5,"","tp_ug",11
"R","Peter Lake",2014,165,6,2014-06-14,1,0.5,"","tp_ug",20
"L","Paul Lake",2014,166,6,2014-06-15,1,0.5,"","tp_ug",9
"R","Peter Lake",2014,166,6,2014-06-15,1,0.5,"","tp_ug",18
"L","Paul Lake",2014,167,6,2014-06-16,1,0.5,"","tp_ug",14
"R","Peter Lake",2014,167,6,2014-06-16,-2,4,"","tp_ug",NA
"R","Peter Lake",2014,167,6,2014-06-16,1,0.5,"","tp_ug",18
"R","Peter Lake",2014,167,6,2014-06-16,7,12,"","tp_ug",NA
"L","Paul Lake",2014,168,6,2014-06-17,-2,4,"","tp_ug",NA
"L","Paul Lake",2014,168,6,2014-06-17,1,0.5,"","tp_ug",11
"L","Paul Lake",2014,168,6,2014-06-17,7,9,"","tp_ug",NA
"R","Peter Lake",2014,168,6,2014-06-17,1,0.5,"","tp_ug",19
"L","Paul Lake",2014,169,6,2014-06-18,1,0.5,"","tp_ug",8
"R","Peter Lake",2014,169,6,2014-06-18,1,0.5,"","tp_ug",23
"L","Paul Lake",2014,170,6,2014-06-19,1,0.5,"","tp_ug",20
"R","Peter Lake",2014,170,6,2014-06-19,1,0.5,"","tp_ug",28
"L","Paul Lake",2014,171,6,2014-06-20,1,0.5,"","tp_ug",12
"R","Peter Lake",2014,171,6,2014-06-20,1,0.5,"","tp_ug",22
"L","Paul Lake",2014,172,6,2014-06-21,1,0.5,"","tp_ug",12
"R","Peter Lake",2014,172,6,2014-06-21,1,0.5,"","tp_ug",23
"L","Paul Lake",2014,173,6,2014-06-22,1,0.5,"","tp_ug",10
"R","Peter Lake",2014,173,6,2014-06-22,1,0.5,"","tp_ug",23
"L","Paul Lake",2014,174,6,2014-06-23,1,0.5,"","tp_ug",19
"R","Peter Lake",2014,174,6,2014-06-23,1,0.5,"","tp_ug",23
"L","Paul Lake",2014,175,6,2014-06-24,-2,4,"","tp_ug",NA
"L","Paul Lake",2014,175,6,2014-06-24,1,0.5,"","tp_ug",27
"L","Paul Lake",2014,175,6,2014-06-24,7,9,"","tp_ug",NA
"R","Peter Lake",2014,175,6,2014-06-24,-2,4,"","tp_ug",NA
"R","Peter Lake",2014,175,6,2014-06-24,1,0.5,"","tp_ug",26
"R","Peter Lake",2014,175,6,2014-06-24,7,12,"","tp_ug",NA
"L","Paul Lake",2014,176,6,2014-06-25,1,0.5,"","tp_ug",11
"R","Peter Lake",2014,176,6,2014-06-25,1,0.5,"","tp_ug",22
"L","Paul Lake",2014,177,6,2014-06-26,1,0.5,"","tp_ug",13
"R","Peter Lake",2014,177,6,2014-06-26,1,0.5,"","tp_ug",25
"L","Paul Lake",2014,178,6,2014-06-27,1,0.5,"","tp_ug",6
"R","Peter Lake",2014,178,6,2014-06-27,1,0.5,"","tp_ug",15
"L","Paul Lake",2014,179,6,2014-06-28,1,0.5,"","tp_ug",8
"R","Peter Lake",2014,179,6,2014-06-28,1,0.5,"","tp_ug",15
"L","Paul Lake",2014,180,6,2014-06-29,1,0.5,"","tp_ug",9
"R","Peter Lake",2014,180,6,2014-06-29,1,0.5,"","tp_ug",16
"L","Paul Lake",2014,181,6,2014-06-30,1,0.5,"","tp_ug",7
"R","Peter Lake",2014,181,6,2014-06-30,-2,4,"","tp_ug",NA
"R","Peter Lake",2014,181,6,2014-06-30,1,0.5,"","tp_ug",13
"R","Peter Lake",2014,181,6,2014-06-30,7,12,"","tp_ug",NA
"L","Paul Lake",2014,182,7,2014-07-01,-2,4,"","tp_ug",NA
"L","Paul Lake",2014,182,7,2014-07-01,1,0.5,"","tp_ug",7
"L","Paul Lake",2014,182,7,2014-07-01,7,9,"","tp_ug",NA
"R","Peter Lake",2014,182,7,2014-07-01,1,0.5,"","tp_ug",20
"L","Paul Lake",2014,183,7,2014-07-02,1,0.5,"","tp_ug",9
"R","Peter Lake",2014,183,7,2014-07-02,1,0.5,"","tp_ug",14
"L","Paul Lake",2014,184,7,2014-07-03,1,0.5,"","tp_ug",7
"R","Peter Lake",2014,184,7,2014-07-03,1,0.5,"","tp_ug",16
"L","Paul Lake",2014,185,7,2014-07-04,1,0.5,"","tp_ug",6
"R","Peter Lake",2014,185,7,2014-07-04,1,0.5,"","tp_ug",13
"L","Paul Lake",2014,186,7,2014-07-05,1,0.5,"","tp_ug",7
"R","Peter Lake",2014,186,7,2014-07-05,1,0.5,"","tp_ug",14
"L","Paul Lake",2014,187,7,2014-07-06,1,0.5,"","tp_ug",7
"R","Peter Lake",2014,187,7,2014-07-06,1,0.5,"","tp_ug",17
"L","Paul Lake",2014,188,7,2014-07-07,1,0.5,"","tp_ug",12
"R","Peter Lake",2014,188,7,2014-07-07,-2,4,"","tp_ug",NA
"R","Peter Lake",2014,188,7,2014-07-07,1,0.5,"","tp_ug",14
"R","Peter Lake",2014,188,7,2014-07-07,7,12,"","tp_ug",NA
"L","Paul Lake",2014,189,7,2014-07-08,-2,4,"","tp_ug",NA
"L","Paul Lake",2014,189,7,2014-07-08,1,0.5,"","tp_ug",9
"L","Paul Lake",2014,189,7,2014-07-08,7,9,"","tp_ug",NA
"R","Peter Lake",2014,189,7,2014-07-08,1,0.5,"","tp_ug",15
"L","Paul Lake",2014,190,7,2014-07-09,1,0.5,"","tp_ug",8
"R","Peter Lake",2014,190,7,2014-07-09,1,0.5,"","tp_ug",16
"L","Paul Lake",2014,191,7,2014-07-10,1,0.5,"","tp_ug",8
"R","Peter Lake",2014,191,7,2014-07-10,1,0.5,"","tp_ug",21
"L","Paul Lake",2014,192,7,2014-07-11,1,0.5,"","tp_ug",7
"R","Peter Lake",2014,192,7,2014-07-11,1,0.5,"","tp_ug",16
"L","Paul Lake",2014,193,7,2014-07-12,1,0.5,"","tp_ug",9
"R","Peter Lake",2014,193,7,2014-07-12,1,0.5,"","tp_ug",15
"L","Paul Lake",2014,194,7,2014-07-13,1,0.5,"","tp_ug",1
"R","Peter Lake",2014,194,7,2014-07-13,1,0.5,"","tp_ug",13
"L","Paul Lake",2014,195,7,2014-07-14,1,0.5,"","tp_ug",8
"R","Peter Lake",2014,195,7,2014-07-14,-2,4,"","tp_ug",NA
"R","Peter Lake",2014,195,7,2014-07-14,1,0.5,"","tp_ug",16
"R","Peter Lake",2014,195,7,2014-07-14,7,12,"","tp_ug",NA
"L","Paul Lake",2014,196,7,2014-07-15,-2,4,"","tp_ug",NA
"L","Paul Lake",2014,196,7,2014-07-15,1,0.5,"","tp_ug",10
"L","Paul Lake",2014,196,7,2014-07-15,7,9,"","tp_ug",NA
"R","Peter Lake",2014,196,7,2014-07-15,1,0.5,"","tp_ug",15
"L","Paul Lake",2014,197,7,2014-07-16,1,0.5,"","tp_ug",11
"R","Peter Lake",2014,197,7,2014-07-16,1,0.5,"","tp_ug",13
"L","Paul Lake",2014,198,7,2014-07-17,1,0.5,"","tp_ug",2
"R","Peter Lake",2014,198,7,2014-07-17,1,0.5,"","tp_ug",14
"L","Paul Lake",2014,199,7,2014-07-18,1,0.5,"","tp_ug",2
"R","Peter Lake",2014,199,7,2014-07-18,1,0.5,"","tp_ug",23
"L","Paul Lake",2014,200,7,2014-07-19,1,0.5,"","tp_ug",9
"R","Peter Lake",2014,200,7,2014-07-19,1,0.5,"","tp_ug",16
"L","Paul Lake",2014,201,7,2014-07-20,1,0.5,"","tp_ug",8
"R","Peter Lake",2014,201,7,2014-07-20,1,0.5,"","tp_ug",17
"L","Paul Lake",2014,202,7,2014-07-21,1,0.5,"","tp_ug",9
"R","Peter Lake",2014,202,7,2014-07-21,-2,4,"","tp_ug",NA
"R","Peter Lake",2014,202,7,2014-07-21,1,0.5,"","tp_ug",18
"R","Peter Lake",2014,202,7,2014-07-21,7,12,"","tp_ug",NA
"L","Paul Lake",2014,203,7,2014-07-22,-2,4,"","tp_ug",NA
"L","Paul Lake",2014,203,7,2014-07-22,1,0.5,"","tp_ug",10
"L","Paul Lake",2014,203,7,2014-07-22,7,9,"","tp_ug",NA
"R","Peter Lake",2014,203,7,2014-07-22,1,0.5,"","tp_ug",19
"L","Paul Lake",2014,204,7,2014-07-23,1,0.5,"","tp_ug",10
"R","Peter Lake",2014,204,7,2014-07-23,1,0.5,"","tp_ug",16
"L","Paul Lake",2014,205,7,2014-07-24,1,0.5,"","tp_ug",9
"R","Peter Lake",2014,205,7,2014-07-24,1,0.5,"","tp_ug",18
"L","Paul Lake",2014,206,7,2014-07-25,1,0.5,"","tp_ug",13
"R","Peter Lake",2014,206,7,2014-07-25,1,0.5,"","tp_ug",20
"L","Paul Lake",2014,207,7,2014-07-26,1,0.5,"","tp_ug",12
"R","Peter Lake",2014,207,7,2014-07-26,1,0.5,"","tp_ug",21
"L","Paul Lake",2014,208,7,2014-07-27,1,0.5,"","tp_ug",12
"R","Peter Lake",2014,208,7,2014-07-27,1,0.5,"","tp_ug",26
"L","Paul Lake",2014,209,7,2014-07-28,1,0.5,"","tp_ug",10
"R","Peter Lake",2014,209,7,2014-07-28,-2,4,"","tp_ug",NA
"R","Peter Lake",2014,209,7,2014-07-28,1,0.5,"","tp_ug",31
"R","Peter Lake",2014,209,7,2014-07-28,7,12,"","tp_ug",NA
"L","Paul Lake",2014,210,7,2014-07-29,-2,4,"","tp_ug",NA
"L","Paul Lake",2014,210,7,2014-07-29,1,0.5,"","tp_ug",7
"L","Paul Lake",2014,210,7,2014-07-29,7,9,"","tp_ug",NA
"R","Peter Lake",2014,210,7,2014-07-29,1,0.5,"","tp_ug",13
"L","Paul Lake",2014,211,7,2014-07-30,1,0.5,"","tp_ug",2
"R","Peter Lake",2014,211,7,2014-07-30,1,0.5,"","tp_ug",11
"L","Paul Lake",2014,212,7,2014-07-31,1,0.5,"","tp_ug",5
"R","Peter Lake",2014,212,7,2014-07-31,1,0.5,"","tp_ug",11
"L","Paul Lake",2014,213,8,2014-08-01,1,0.5,"","tp_ug",9
"R","Peter Lake",2014,213,8,2014-08-01,1,0.5,"","tp_ug",12
"L","Paul Lake",2014,214,8,2014-08-02,1,0.5,"","tp_ug",2
"R","Peter Lake",2014,214,8,2014-08-02,1,0.5,"","tp_ug",13
"L","Paul Lake",2014,215,8,2014-08-03,1,0.5,"","tp_ug",3
"R","Peter Lake",2014,215,8,2014-08-03,1,0.5,"","tp_ug",12
"L","Paul Lake",2014,216,8,2014-08-04,1,0.5,"","tp_ug",2
"R","Peter Lake",2014,216,8,2014-08-04,-2,4,"","tp_ug",NA
"R","Peter Lake",2014,216,8,2014-08-04,1,0.5,"","tp_ug",18
"R","Peter Lake",2014,216,8,2014-08-04,7,12,"","tp_ug",NA
"L","Paul Lake",2014,217,8,2014-08-05,-2,4,"","tp_ug",NA
"L","Paul Lake",2014,217,8,2014-08-05,1,0.5,"","tp_ug",2
"L","Paul Lake",2014,217,8,2014-08-05,7,9,"","tp_ug",NA
"R","Peter Lake",2014,217,8,2014-08-05,1,0.5,"","tp_ug",12
"L","Paul Lake",2014,218,8,2014-08-06,1,0.5,"","tp_ug",2
"R","Peter Lake",2014,218,8,2014-08-06,1,0.5,"","tp_ug",15
"L","Paul Lake",2014,219,8,2014-08-07,1,0.5,"","tp_ug",2
"R","Peter Lake",2014,219,8,2014-08-07,1,0.5,"","tp_ug",15
"L","Paul Lake",2014,220,8,2014-08-08,1,0.5,"","tp_ug",2
"R","Peter Lake",2014,220,8,2014-08-08,1,0.5,"","tp_ug",14
"L","Paul Lake",2014,221,8,2014-08-09,1,0.5,"","tp_ug",2
"R","Peter Lake",2014,221,8,2014-08-09,1,0.5,"","tp_ug",11
"L","Paul Lake",2014,222,8,2014-08-10,1,0.5,"","tp_ug",2
"R","Peter Lake",2014,222,8,2014-08-10,1,0.5,"","tp_ug",9
"L","Paul Lake",2014,223,8,2014-08-11,1,0.5,"","tp_ug",6
"R","Peter Lake",2014,223,8,2014-08-11,-2,4,"","tp_ug",NA
"R","Peter Lake",2014,223,8,2014-08-11,1,0.5,"","tp_ug",13
"R","Peter Lake",2014,223,8,2014-08-11,7,12,"","tp_ug",NA
"L","Paul Lake",2014,224,8,2014-08-12,-2,4,"","tp_ug",NA
"L","Paul Lake",2014,224,8,2014-08-12,1,0.5,"","tp_ug",2
"L","Paul Lake",2014,224,8,2014-08-12,7,9,"","tp_ug",NA
"R","Peter Lake",2014,224,8,2014-08-12,1,0.5,"","tp_ug",14
"L","Paul Lake",2014,225,8,2014-08-13,1,0.5,"","tp_ug",1
"R","Peter Lake",2014,225,8,2014-08-13,1,0.5,"","tp_ug",12
"L","Paul Lake",2014,226,8,2014-08-14,1,0.5,"","tp_ug",6
"R","Peter Lake",2014,226,8,2014-08-14,1,0.5,"","tp_ug",12
"L","Paul Lake",2014,227,8,2014-08-15,1,0.5,"","tp_ug",5
"R","Peter Lake",2014,227,8,2014-08-15,1,0.5,"","tp_ug",10
"L","Paul Lake",2014,228,8,2014-08-16,1,0.5,"","tp_ug",11
"R","Peter Lake",2014,228,8,2014-08-16,1,0.5,"","tp_ug",11
"L","Paul Lake",2014,229,8,2014-08-17,1,0.5,"","tp_ug",2
"R","Peter Lake",2014,229,8,2014-08-17,1,0.5,"","tp_ug",12
"L","Paul Lake",2014,230,8,2014-08-18,1,0.5,"","tp_ug",3
"R","Peter Lake",2014,230,8,2014-08-18,-2,4,"","tp_ug",NA
"R","Peter Lake",2014,230,8,2014-08-18,1,0.5,"","tp_ug",11
"R","Peter Lake",2014,230,8,2014-08-18,7,12,"","tp_ug",NA
"L","Paul Lake",2014,231,8,2014-08-19,-2,4,"","tp_ug",NA
"L","Paul Lake",2014,231,8,2014-08-19,1,0.5,"","tp_ug",2
"L","Paul Lake",2014,231,8,2014-08-19,7,9,"","tp_ug",NA
"R","Peter Lake",2014,231,8,2014-08-19,1,0.5,"","tp_ug",13
"L","Paul Lake",2014,232,8,2014-08-20,1,0.5,"","tp_ug",4
"R","Peter Lake",2014,232,8,2014-08-20,1,0.5,"","tp_ug",13
"L","Paul Lake",2014,233,8,2014-08-21,1,0.5,"","tp_ug",6
"R","Peter Lake",2014,233,8,2014-08-21,1,0.5,"","tp_ug",16
"L","Paul Lake",2014,234,8,2014-08-22,1,0.5,"","tp_ug",11
"R","Peter Lake",2014,234,8,2014-08-22,1,0.5,"","tp_ug",17
"L","Paul Lake",2014,235,8,2014-08-23,1,0.5,"","tp_ug",2
"R","Peter Lake",2014,235,8,2014-08-23,1,0.5,"","tp_ug",15
"L","Paul Lake",2014,236,8,2014-08-24,1,0.5,"","tp_ug",3
"R","Peter Lake",2014,236,8,2014-08-24,1,0.5,"","tp_ug",11
"L","Paul Lake",2014,237,8,2014-08-25,1,0.5,"","tp_ug",3
"R","Peter Lake",2014,237,8,2014-08-25,-2,4,"","tp_ug",NA
"R","Peter Lake",2014,237,8,2014-08-25,1,0.5,"","tp_ug",11
"R","Peter Lake",2014,237,8,2014-08-25,7,12,"","tp_ug",NA
"L","Paul Lake",2014,238,8,2014-08-26,-2,4,"","tp_ug",NA
"L","Paul Lake",2014,238,8,2014-08-26,1,0.5,"","tp_ug",2
"L","Paul Lake",2014,238,8,2014-08-26,7,9,"","tp_ug",NA
"R","Peter Lake",2014,238,8,2014-08-26,1,0.5,"","tp_ug",13
"L","Paul Lake",2014,239,8,2014-08-27,1,0.5,"","tp_ug",9
"R","Peter Lake",2014,239,8,2014-08-27,1,0.5,"","tp_ug",13
"L","Paul Lake",2014,240,8,2014-08-28,1,0.5,"","tp_ug",2
"R","Peter Lake",2014,240,8,2014-08-28,1,0.5,"","tp_ug",11
"L","Paul Lake",2014,241,8,2014-08-29,1,0.5,"","tp_ug",3
"R","Peter Lake",2014,241,8,2014-08-29,1,0.5,"","tp_ug",10
"R","Peter Lake",2015,138,5,2015-05-18,1,0.5,"","tp_ug",14
"L","Paul Lake",2015,139,5,2015-05-19,1,0.5,"","tp_ug",15
"R","Peter Lake",2015,145,5,2015-05-25,1,0.5,"","tp_ug",12
"L","Paul Lake",2015,146,5,2015-05-26,1,0.5,"","tp_ug",13
"R","Peter Lake",2015,152,6,2015-06-01,1,0.5,"","tp_ug",3
"L","Paul Lake",2015,153,6,2015-06-02,1,0.5,"","tp_ug",17
"R","Peter Lake",2015,159,6,2015-06-08,1,0.5,"","tp_ug",12
"L","Paul Lake",2015,160,6,2015-06-09,1,0.5,"","tp_ug",13
"R","Peter Lake",2015,166,6,2015-06-15,1,0.5,"","tp_ug",14
"L","Paul Lake",2015,167,6,2015-06-16,1,0.5,"","tp_ug",12
"R","Peter Lake",2015,173,6,2015-06-22,1,0.5,"","tp_ug",21
"L","Paul Lake",2015,174,6,2015-06-23,1,0.5,"","tp_ug",8
"R","Peter Lake",2015,180,6,2015-06-29,1,0.5,"","tp_ug",39
"L","Paul Lake",2015,181,6,2015-06-30,1,0.5,"","tp_ug",12
"R","Peter Lake",2015,187,7,2015-07-06,1,0.5,"","tp_ug",21
"L","Paul Lake",2015,188,7,2015-07-07,1,0.5,"","tp_ug",11
"R","Peter Lake",2015,194,7,2015-07-13,1,0.5,"","tp_ug",15
"L","Paul Lake",2015,195,7,2015-07-14,1,0.5,"","tp_ug",11
"R","Peter Lake",2015,201,7,2015-07-20,1,0.5,"","tp_ug",15
"L","Paul Lake",2015,202,7,2015-07-21,1,0.5,"","tp_ug",8
"R","Peter Lake",2015,208,7,2015-07-27,1,0.5,"","tp_ug",13
"L","Paul Lake",2015,209,7,2015-07-28,1,0.5,"","tp_ug",15
"R","Peter Lake",2015,215,8,2015-08-03,1,0.5,"","tp_ug",14
"L","Paul Lake",2015,216,8,2015-08-04,1,0.5,"","tp_ug",13
"R","Peter Lake",2015,222,8,2015-08-10,1,0.5,"","tp_ug",10
"L","Paul Lake",2015,223,8,2015-08-11,1,0.5,"","tp_ug",9
"R","Peter Lake",2015,229,8,2015-08-17,1,0.5,"","tp_ug",9
"L","Paul Lake",2015,230,8,2015-08-18,1,0.5,"","tp_ug",12
"R","Peter Lake",2015,236,8,2015-08-24,1,0.5,"","tp_ug",2
"L","Paul Lake",2015,237,8,2015-08-25,1,0.5,"","tp_ug",11
"R","Peter Lake",2016,144,5,2016-05-23,1,0.5,"","tp_ug",11
"L","Paul Lake",2016,145,5,2016-05-24,1,0.5,"","tp_ug",6
"R","Peter Lake",2016,151,5,2016-05-30,1,0.5,"","tp_ug",7
"L","Paul Lake",2016,152,5,2016-05-31,1,0.5,"","tp_ug",7
"R","Peter Lake",2016,158,6,2016-06-06,1,0.5,"","tp_ug",9
"L","Paul Lake",2016,159,6,2016-06-07,1,0.5,"","tp_ug",10
"R","Peter Lake",2016,165,6,2016-06-13,1,0.5,"","tp_ug",9
"L","Paul Lake",2016,166,6,2016-06-14,1,0.5,"","tp_ug",6
"R","Peter Lake",2016,172,6,2016-06-20,1,0.5,"","tp_ug",11
"L","Paul Lake",2016,173,6,2016-06-21,1,0.5,"","tp_ug",8
"R","Peter Lake",2016,179,6,2016-06-27,1,0.5,"","tp_ug",10
"L","Paul Lake",2016,180,6,2016-06-28,1,0.5,"","tp_ug",6
"R","Peter Lake",2016,186,7,2016-07-04,1,0.5,"","tp_ug",6
"L","Paul Lake",2016,187,7,2016-07-05,1,0.5,"","tp_ug",7
"R","Peter Lake",2016,193,7,2016-07-11,1,0.5,"","tp_ug",14
"L","Paul Lake",2016,194,7,2016-07-12,1,0.5,"","tp_ug",6
"R","Peter Lake",2016,200,7,2016-07-18,1,0.5,"","tp_ug",18
"L","Paul Lake",2016,201,7,2016-07-19,1,0.5,"","tp_ug",9
"R","Peter Lake",2016,207,7,2016-07-25,1,0.5,"","tp_ug",6
"L","Paul Lake",2016,208,7,2016-07-26,1,0.5,"","tp_ug",7
"R","Peter Lake",2016,214,8,2016-08-01,1,0.5,"","tp_ug",7
"L","Paul Lake",2016,215,8,2016-08-02,1,0.5,"","tp_ug",6
"R","Peter Lake",2016,221,8,2016-08-08,1,0.5,"","tp_ug",5
"L","Paul Lake",2016,222,8,2016-08-09,1,0.5,"","tp_ug",7
"R","Peter Lake",2016,228,8,2016-08-15,1,0.5,"","tp_ug",6
"L","Paul Lake",2016,229,8,2016-08-16,1,0.5,"","tp_ug",6
"L","Paul Lake",1991,140,5,1991-05-20,1,0,"","nh34",NA
"L","Paul Lake",1991,140,5,1991-05-20,2,0.85,"","nh34",NA
"L","Paul Lake",1991,140,5,1991-05-20,3,1.75,"","nh34",NA
"L","Paul Lake",1991,140,5,1991-05-20,4,3,"","nh34",NA
"L","Paul Lake",1991,140,5,1991-05-20,5,4,"","nh34",NA
"L","Paul Lake",1991,140,5,1991-05-20,6,6,"","nh34",NA
"R","Peter Lake",1991,140,5,1991-05-20,1,0,"","nh34",NA
"R","Peter Lake",1991,140,5,1991-05-20,2,1,"","nh34",NA
"R","Peter Lake",1991,140,5,1991-05-20,3,2.25,"","nh34",NA
"R","Peter Lake",1991,140,5,1991-05-20,4,3.5,"","nh34",NA
"R","Peter Lake",1991,140,5,1991-05-20,5,4.65,"","nh34",NA
"R","Peter Lake",1991,140,5,1991-05-20,6,6.5,"","nh34",NA
"L","Paul Lake",1991,147,5,1991-05-27,1,0,"","nh34",18.981
"L","Paul Lake",1991,147,5,1991-05-27,2,0.65,"","nh34",13.777
"L","Paul Lake",1991,147,5,1991-05-27,3,1.5,"","nh34",NA
"L","Paul Lake",1991,147,5,1991-05-27,4,2.75,"","nh34",11.328
"L","Paul Lake",1991,147,5,1991-05-27,5,4,"","nh34",9.98
"L","Paul Lake",1991,147,5,1991-05-27,6,6,"","nh34",13.807
"L","Paul Lake",1991,147,5,1991-05-27,7,8,"","nh34",327.864
"R","Peter Lake",1991,148,5,1991-05-28,1,0,"","nh34",18.096
"R","Peter Lake",1991,148,5,1991-05-28,2,0.85,"","nh34",59.883
"R","Peter Lake",1991,148,5,1991-05-28,3,1.75,"","nh34",23.475
"R","Peter Lake",1991,148,5,1991-05-28,4,3.25,"","nh34",10.259
"R","Peter Lake",1991,148,5,1991-05-28,5,4.25,"","nh34",14.728
"R","Peter Lake",1991,148,5,1991-05-28,6,6.5,"","nh34",10.524
"R","Peter Lake",1991,148,5,1991-05-28,7,12,"","nh34",176.581
"L","Paul Lake",1991,154,6,1991-06-03,1,0,"","nh34",20.736
"L","Paul Lake",1991,154,6,1991-06-03,2,0.5,"","nh34",22.427
"L","Paul Lake",1991,154,6,1991-06-03,3,1.25,"","nh34",26.635
"L","Paul Lake",1991,154,6,1991-06-03,4,2.25,"","nh34",28.013
"L","Paul Lake",1991,154,6,1991-06-03,5,3.4,"","nh34",33.739
"L","Paul Lake",1991,154,6,1991-06-03,6,5.34,"","nh34",35.662
"L","Paul Lake",1991,154,6,1991-06-03,7,8,"","nh34",375.547
"R","Peter Lake",1991,155,6,1991-06-04,1,0,"","nh34",21.533
"R","Peter Lake",1991,155,6,1991-06-04,2,0.9,"","nh34",26.292
"R","Peter Lake",1991,155,6,1991-06-04,3,1.75,"","nh34",NA
"R","Peter Lake",1991,155,6,1991-06-04,4,3.2,"","nh34",NA
"R","Peter Lake",1991,155,6,1991-06-04,5,4.25,"","nh34",NA
"R","Peter Lake",1991,155,6,1991-06-04,6,6.75,"","nh34",NA
"R","Peter Lake",1991,155,6,1991-06-04,7,12,"","nh34",NA
"L","Paul Lake",1991,161,6,1991-06-10,1,0,"","nh34",20.303
"L","Paul Lake",1991,161,6,1991-06-10,2,0.55,"","nh34",19.789
