"lakeid","lakename","year4","daynum","month","sampledate","depth_id","depth","comments","nutrient","concentration"
"L","Paul Lake",1993,161,6,1993-06-10,7,8,"","tp_ug",54.594
"R","Peter Lake",1993,167,6,1993-06-16,1,0,"","tp_ug",51.881
"R","Peter Lake",1993,167,6,1993-06-16,2,0.8,"","tp_ug",47.386
"R","Peter Lake",1993,167,6,1993-06-16,3,1.8,"","tp_ug",44.639
"R","Peter Lake",1993,167,6,1993-06-16,4,2.7,"","tp_ug",46.705
"R","Peter Lake",1993,167,6,1993-06-16,5,3.7,"","tp_ug",36.042
"R","Peter Lake",1993,167,6,1993-06-16,6,6.1,"","tp_ug",28.319
"R","Peter Lake",1993,167,6,1993-06-16,7,12,"","tp_ug",34.104
"L","Paul Lake",1993,168,6,1993-06-17,1,0,"","tp_ug",11.38
"L","Paul Lake",1993,168,6,1993-06-17,2,0.875,"","tp_ug",11.291
"L","Paul Lake",1993,168,6,1993-06-17,3,1.9,"","tp_ug",12.103
"L","Paul Lake",1993,168,6,1993-06-17,4,3.4,"","tp_ug",11.849
"L","Paul Lake",1993,168,6,1993-06-17,5,4.55,"","tp_ug",22.096
"L","Paul Lake",1993,168,6,1993-06-17,6,5.9,"","tp_ug",58.065
"L","Paul Lake",1993,168,6,1993-06-17,7,8,"","tp_ug",59.174
"R","Peter Lake",1993,174,6,1993-06-23,1,0,"","tp_ug",41.97
"R","Peter Lake",1993,174,6,1993-06-23,2,0.8,"","tp_ug",35.788
"R","Peter Lake",1993,174,6,1993-06-23,3,1.4,"","tp_ug",34.806
"R","Peter Lake",1993,174,6,1993-06-23,4,2.6,"","tp_ug",31.053
"R","Peter Lake",1993,174,6,1993-06-23,5,3.5,"","tp_ug",30.553
"R","Peter Lake",1993,174,6,1993-06-23,6,5.6,"","tp_ug",26.944
"R","Peter Lake",1993,174,6,1993-06-23,7,12,"","tp_ug",36.254
"L","Paul Lake",1993,175,6,1993-06-24,1,0,"","tp_ug",12.604
"L","Paul Lake",1993,175,6,1993-06-24,2,0.8,"","tp_ug",13.671
"L","Paul Lake",1993,175,6,1993-06-24,3,1.9,"","tp_ug",13.641
"L","Paul Lake",1993,175,6,1993-06-24,4,3.1,"","tp_ug",13.437
"L","Paul Lake",1993,175,6,1993-06-24,5,3.95,"","tp_ug",14.341
"L","Paul Lake",1993,175,6,1993-06-24,6,5.4,"","tp_ug",22.823
"L","Paul Lake",1993,175,6,1993-06-24,7,8,"","tp_ug",55.754
"R","Peter Lake",1993,181,6,1993-06-30,1,0,"","tp_ug",25.141
"R","Peter Lake",1993,181,6,1993-06-30,2,0.6,"","tp_ug",29.942
"R","Peter Lake",1993,181,6,1993-06-30,3,1.3,"","tp_ug",26.547
"R","Peter Lake",1993,181,6,1993-06-30,4,2.4,"","tp_ug",28.777
"R","Peter Lake",1993,181,6,1993-06-30,5,3.3,"","tp_ug",30.305
"R","Peter Lake",1993,181,6,1993-06-30,6,5.9,"","tp_ug",30.6
"R","Peter Lake",1993,181,6,1993-06-30,7,12,"","tp_ug",42.376
"L","Paul Lake",1993,182,7,1993-07-01,1,0,"","tp_ug",9.072
"L","Paul Lake",1993,182,7,1993-07-01,2,0.4,"","tp_ug",14.145
"L","Paul Lake",1993,182,7,1993-07-01,3,1.5,"","tp_ug",11.439
"L","Paul Lake",1993,182,7,1993-07-01,4,2.9,"","tp_ug",10.084
"L","Paul Lake",1993,182,7,1993-07-01,5,4,"","tp_ug",11.067
"L","Paul Lake",1993,182,7,1993-07-01,6,5.7,"","tp_ug",24.393
"L","Paul Lake",1993,182,7,1993-07-01,7,8,"","tp_ug",51.547
"R","Peter Lake",1993,188,7,1993-07-07,1,0,"","tp_ug",30.955
"R","Peter Lake",1993,188,7,1993-07-07,2,0.5,"","tp_ug",27.937
"R","Peter Lake",1993,188,7,1993-07-07,3,1.1,"","tp_ug",28.537
"R","Peter Lake",1993,188,7,1993-07-07,4,1.9,"","tp_ug",27.687
"R","Peter Lake",1993,188,7,1993-07-07,5,2.5,"","tp_ug",30.128
"R","Peter Lake",1993,188,7,1993-07-07,6,4.2,"","tp_ug",31.76
"R","Peter Lake",1993,188,7,1993-07-07,7,12,"","tp_ug",39.135
"L","Paul Lake",1993,189,7,1993-07-08,1,0,"","tp_ug",11.953
"L","Paul Lake",1993,189,7,1993-07-08,2,0.9,"","tp_ug",8.553
"L","Paul Lake",1993,189,7,1993-07-08,3,1.9,"","tp_ug",10.374
"L","Paul Lake",1993,189,7,1993-07-08,4,3.1,"","tp_ug",6.447
"L","Paul Lake",1993,189,7,1993-07-08,5,4,"","tp_ug",11.956
"L","Paul Lake",1993,189,7,1993-07-08,6,5.6,"","tp_ug",28.367
"L","Paul Lake",1993,189,7,1993-07-08,7,8,"","tp_ug",42.198
"R","Peter Lake",1993,195,7,1993-07-14,1,0,"","tp_ug",30.733
"R","Peter Lake",1993,195,7,1993-07-14,2,0.5,"","tp_ug",28.353
"R","Peter Lake",1993,195,7,1993-07-14,3,1.1,"","tp_ug",28.947
"R","Peter Lake",1993,195,7,1993-07-14,4,2.1,"","tp_ug",28.33
"R","Peter Lake",1993,195,7,1993-07-14,5,2.5,"","tp_ug",42.308
"R","Peter Lake",1993,195,7,1993-07-14,6,4.1,"","tp_ug",37.951
"R","Peter Lake",1993,195,7,1993-07-14,7,12,"","tp_ug",37.575
"L","Paul Lake",1993,196,7,1993-07-15,1,0,"","tp_ug",11.073
"L","Paul Lake",1993,196,7,1993-07-15,2,0.9,"","tp_ug",8.756
"L","Paul Lake",1993,196,7,1993-07-15,3,1.75,"","tp_ug",8.468
"L","Paul Lake",1993,196,7,1993-07-15,4,3,"","tp_ug",7.117
"L","Paul Lake",1993,196,7,1993-07-15,5,3.9,"","tp_ug",11.011
"L","Paul Lake",1993,196,7,1993-07-15,6,5.6,"","tp_ug",21.488
"L","Paul Lake",1993,196,7,1993-07-15,7,8,"","tp_ug",62.966
"R","Peter Lake",1993,202,7,1993-07-21,1,0,"","tp_ug",23.143
"R","Peter Lake",1993,202,7,1993-07-21,2,0.7,"","tp_ug",28.231
"R","Peter Lake",1993,202,7,1993-07-21,3,1.5,"","tp_ug",27.113
"R","Peter Lake",1993,202,7,1993-07-21,4,2.5,"","tp_ug",24.772
"R","Peter Lake",1993,202,7,1993-07-21,5,3.15,"","tp_ug",34.009
"R","Peter Lake",1993,202,7,1993-07-21,6,4.5,"","tp_ug",36.64
"R","Peter Lake",1993,202,7,1993-07-21,7,12,"","tp_ug",49.12
"L","Paul Lake",1993,203,7,1993-07-22,1,0,"","tp_ug",8.689
"L","Paul Lake",1993,203,7,1993-07-22,2,0.75,"","tp_ug",8.68
"L","Paul Lake",1993,203,7,1993-07-22,3,1.5,"","tp_ug",8.251
"L","Paul Lake",1993,203,7,1993-07-22,4,2.75,"","tp_ug",10.467
"L","Paul Lake",1993,203,7,1993-07-22,5,3.75,"","tp_ug",9.843
"L","Paul Lake",1993,203,7,1993-07-22,6,5.4,"","tp_ug",11.203
"L","Paul Lake",1993,203,7,1993-07-22,7,8,"","tp_ug",63.681
"R","Peter Lake",1993,209,7,1993-07-28,1,0,"","tp_ug",27.056
"R","Peter Lake",1993,209,7,1993-07-28,2,1,"","tp_ug",30.239
"R","Peter Lake",1993,209,7,1993-07-28,3,2.1,"","tp_ug",17.971
"R","Peter Lake",1993,209,7,1993-07-28,4,3.6,"","tp_ug",19.934
"R","Peter Lake",1993,209,7,1993-07-28,5,4.25,"","tp_ug",35.324
"R","Peter Lake",1993,209,7,1993-07-28,6,6.2,"","tp_ug",26.449
"R","Peter Lake",1993,209,7,1993-07-28,7,12,"","tp_ug",44.974
"L","Paul Lake",1993,210,7,1993-07-29,1,0,"","tp_ug",7.108
"L","Paul Lake",1993,210,7,1993-07-29,2,0.75,"","tp_ug",8.323
"L","Paul Lake",1993,210,7,1993-07-29,3,1.6,"","tp_ug",8.537
"L","Paul Lake",1993,210,7,1993-07-29,4,3,"","tp_ug",8.119
"L","Paul Lake",1993,210,7,1993-07-29,5,4.25,"","tp_ug",10.291
"L","Paul Lake",1993,210,7,1993-07-29,6,5.75,"","tp_ug",28.014
"L","Paul Lake",1993,210,7,1993-07-29,7,8,"","tp_ug",85.695
"R","Peter Lake",1993,216,8,1993-08-04,1,0,"","tp_ug",21.373
"R","Peter Lake",1993,216,8,1993-08-04,2,0.7,"","tp_ug",24.728
"R","Peter Lake",1993,216,8,1993-08-04,3,1.5,"","tp_ug",23.978
"R","Peter Lake",1993,216,8,1993-08-04,4,2.7,"","tp_ug",23.663
"R","Peter Lake",1993,216,8,1993-08-04,5,3.55,"","tp_ug",26.764
"R","Peter Lake",1993,216,8,1993-08-04,6,5.2,"","tp_ug",33.004
"R","Peter Lake",1993,216,8,1993-08-04,7,12,"","tp_ug",46.801
"L","Paul Lake",1993,217,8,1993-08-05,1,0,"","tp_ug",9.888
"L","Paul Lake",1993,217,8,1993-08-05,2,0.9,"","tp_ug",8.295
"L","Paul Lake",1993,217,8,1993-08-05,3,1.8,"","tp_ug",8.323
"L","Paul Lake",1993,217,8,1993-08-05,4,3,"","tp_ug",13.792
"L","Paul Lake",1993,217,8,1993-08-05,5,3.9,"","tp_ug",10.744
"L","Paul Lake",1993,217,8,1993-08-05,6,5.7,"","tp_ug",27.92
"L","Paul Lake",1993,217,8,1993-08-05,7,8,"","tp_ug",53.275
"R","Peter Lake",1993,223,8,1993-08-11,1,0,"","tp_ug",25.603
"R","Peter Lake",1993,223,8,1993-08-11,2,0.7,"","tp_ug",23.239
"R","Peter Lake",1993,223,8,1993-08-11,3,1.5,"","tp_ug",22.308
"R","Peter Lake",1993,223,8,1993-08-11,4,2.6,"","tp_ug",19.707
"R","Peter Lake",1993,223,8,1993-08-11,5,3.4,"","tp_ug",22.723
"R","Peter Lake",1993,223,8,1993-08-11,6,4.7,"","tp_ug",32.565
"R","Peter Lake",1993,223,8,1993-08-11,7,12,"","tp_ug",45.895
"L","Paul Lake",1993,224,8,1993-08-12,1,0,"","tp_ug",11.542
"L","Paul Lake",1993,224,8,1993-08-12,2,0.8,"","tp_ug",9.453
"L","Paul Lake",1993,224,8,1993-08-12,3,1.9,"","tp_ug",9.94
"L","Paul Lake",1993,224,8,1993-08-12,4,3.4,"","tp_ug",10.51
"L","Paul Lake",1993,224,8,1993-08-12,5,4.5,"","tp_ug",9.822
"L","Paul Lake",1993,224,8,1993-08-12,6,5.8,"","tp_ug",73.436
"L","Paul Lake",1993,224,8,1993-08-12,7,8,"","tp_ug",44.662
"R","Peter Lake",1993,230,8,1993-08-18,1,0,"","tp_ug",21.112
"R","Peter Lake",1993,230,8,1993-08-18,2,0.7,"","tp_ug",19.03
"R","Peter Lake",1993,230,8,1993-08-18,3,1.5,"","tp_ug",18.501
"R","Peter Lake",1993,230,8,1993-08-18,4,2.8,"","tp_ug",18.855
"R","Peter Lake",1993,230,8,1993-08-18,5,3.55,"","tp_ug",29.809
"R","Peter Lake",1993,230,8,1993-08-18,6,4.9,"","tp_ug",38.143
"R","Peter Lake",1993,230,8,1993-08-18,7,12,"","tp_ug",55.865
"L","Paul Lake",1993,231,8,1993-08-19,1,0,"","tp_ug",10.257
"L","Paul Lake",1993,231,8,1993-08-19,2,0.9,"","tp_ug",9.942
"L","Paul Lake",1993,231,8,1993-08-19,3,1.9,"","tp_ug",9.897
"L","Paul Lake",1993,231,8,1993-08-19,4,3.4,"","tp_ug",9.467
"L","Paul Lake",1993,231,8,1993-08-19,5,4.4,"","tp_ug",10.881
"L","Paul Lake",1993,231,8,1993-08-19,6,5.8,"","tp_ug",35.122
"L","Paul Lake",1993,231,8,1993-08-19,7,8,"","tp_ug",63.167
"R","Peter Lake",1993,237,8,1993-08-25,1,0,"","tp_ug",18.787
"R","Peter Lake",1993,237,8,1993-08-25,2,0.65,"","tp_ug",21.886
"R","Peter Lake",1993,237,8,1993-08-25,3,1.4,"","tp_ug",18.656
"R","Peter Lake",1993,237,8,1993-08-25,4,2.4,"","tp_ug",17.052
"R","Peter Lake",1993,237,8,1993-08-25,5,3.25,"","tp_ug",19.652
"R","Peter Lake",1993,237,8,1993-08-25,6,4.4,"","tp_ug",42.091
"R","Peter Lake",1993,237,8,1993-08-25,7,12,"","tp_ug",57.082
"L","Paul Lake",1993,238,8,1993-08-26,1,0,"","tp_ug",7.732
"L","Paul Lake",1993,238,8,1993-08-26,2,0.75,"","tp_ug",9.64
"L","Paul Lake",1993,238,8,1993-08-26,3,1.7,"","tp_ug",11.271
"L","Paul Lake",1993,238,8,1993-08-26,4,3,"","tp_ug",9.025
"L","Paul Lake",1993,238,8,1993-08-26,5,3.95,"","tp_ug",9.122
"L","Paul Lake",1993,238,8,1993-08-26,6,5.4,"","tp_ug",16.674
"L","Paul Lake",1993,238,8,1993-08-26,7,8,"","tp_ug",55.203
"L","Paul Lake",1993,243,8,1993-08-31,1,0,"","tp_ug",11.321
"L","Paul Lake",1993,243,8,1993-08-31,2,0.7,"","tp_ug",9.703
"L","Paul Lake",1993,243,8,1993-08-31,3,1.5,"","tp_ug",9.707
"L","Paul Lake",1993,243,8,1993-08-31,4,2.6,"","tp_ug",8.981
"L","Paul Lake",1993,243,8,1993-08-31,5,3.55,"","tp_ug",8.531
"L","Paul Lake",1993,243,8,1993-08-31,6,5.4,"","tp_ug",26.088
"L","Paul Lake",1993,243,8,1993-08-31,7,8,"","tp_ug",45.556
"R","Peter Lake",1993,243,8,1993-08-31,1,0,"","tp_ug",18.417
"R","Peter Lake",1993,243,8,1993-08-31,2,0.8,"","tp_ug",16.766
"R","Peter Lake",1993,243,8,1993-08-31,3,1.7,"","tp_ug",16.533
"R","Peter Lake",1993,243,8,1993-08-31,4,2.95,"","tp_ug",16.617
"R","Peter Lake",1993,243,8,1993-08-31,5,3.6,"","tp_ug",33.378
"R","Peter Lake",1993,243,8,1993-08-31,6,4.8,"","tp_ug",40.593
"R","Peter Lake",1993,243,8,1993-08-31,7,12,"","tp_ug",60.082
"L","Paul Lake",1993,250,9,1993-09-07,1,0,"","tp_ug",11.671
"L","Paul Lake",1993,250,9,1993-09-07,2,0.85,"","tp_ug",9.798
"L","Paul Lake",1993,250,9,1993-09-07,3,1.8,"","tp_ug",10.13
"L","Paul Lake",1993,250,9,1993-09-07,4,2.9,"","tp_ug",10.177
"L","Paul Lake",1993,250,9,1993-09-07,5,3.9,"","tp_ug",12.756
"L","Paul Lake",1993,250,9,1993-09-07,6,5.6,"","tp_ug",61.389
"L","Paul Lake",1993,250,9,1993-09-07,7,8,"","tp_ug",56.314
"R","Peter Lake",1993,250,9,1993-09-07,1,0,"","tp_ug",20.819
"R","Peter Lake",1993,250,9,1993-09-07,2,0.6,"","tp_ug",21.477
"R","Peter Lake",1993,250,9,1993-09-07,3,1.25,"","tp_ug",23.389
"R","Peter Lake",1993,250,9,1993-09-07,4,2.2,"","tp_ug",21.117
"R","Peter Lake",1993,250,9,1993-09-07,5,3,"","tp_ug",24.763
"R","Peter Lake",1993,250,9,1993-09-07,6,4.8,"","tp_ug",27.309
"R","Peter Lake",1993,250,9,1993-09-07,7,12,"","tp_ug",52.796
"L","Paul Lake",1994,137,5,1994-05-17,1,0,"","tp_ug",13.08
"L","Paul Lake",1994,137,5,1994-05-17,2,0.9,"","tp_ug",13.541
"L","Paul Lake",1994,137,5,1994-05-17,3,1.9,"","tp_ug",15.779
"L","Paul Lake",1994,137,5,1994-05-17,4,3,"","tp_ug",18.553
"L","Paul Lake",1994,137,5,1994-05-17,5,3.8,"","tp_ug",26.067
"L","Paul Lake",1994,137,5,1994-05-17,6,5.3,"","tp_ug",33.816
"R","Peter Lake",1994,137,5,1994-05-17,1,0,"","tp_ug",10.887
"R","Peter Lake",1994,137,5,1994-05-17,2,1,"","tp_ug",11.108
"R","Peter Lake",1994,137,5,1994-05-17,3,2.3,"","tp_ug",12.966
"R","Peter Lake",1994,137,5,1994-05-17,4,3.8,"","tp_ug",19.832
"R","Peter Lake",1994,137,5,1994-05-17,5,4.8,"","tp_ug",17.289
"R","Peter Lake",1994,137,5,1994-05-17,6,6.7,"","tp_ug",71.037
"R","Peter Lake",1994,145,5,1994-05-25,1,0,"","tp_ug",14.504
"R","Peter Lake",1994,145,5,1994-05-25,2,0.85,"","tp_ug",NA
"R","Peter Lake",1994,145,5,1994-05-25,3,2,"","tp_ug",NA
"R","Peter Lake",1994,145,5,1994-05-25,4,3.85,"","tp_ug",16.379
"R","Peter Lake",1994,145,5,1994-05-25,5,4.9,"","tp_ug",NA
"R","Peter Lake",1994,145,5,1994-05-25,6,6.7,"","tp_ug",43.258
"R","Peter Lake",1994,145,5,1994-05-25,7,12,"","tp_ug",75.821
"L","Paul Lake",1994,146,5,1994-05-26,1,0,"","tp_ug",17.09
"L","Paul Lake",1994,146,5,1994-05-26,2,0.85,"","tp_ug",16.627
"L","Paul Lake",1994,146,5,1994-05-26,3,1.6,"","tp_ug",15.592
"L","Paul Lake",1994,146,5,1994-05-26,4,2.8,"","tp_ug",16.155
"L","Paul Lake",1994,146,5,1994-05-26,5,3.6,"","tp_ug",15.516
"L","Paul Lake",1994,146,5,1994-05-26,6,5.1,"","tp_ug",37.386
"L","Paul Lake",1994,146,5,1994-05-26,7,9,"","tp_ug",50.4
"R","Peter Lake",1994,152,6,1994-06-01,1,0,"","tp_ug",12.581
"R","Peter Lake",1994,152,6,1994-06-01,2,0.85,"","tp_ug",14.003
"R","Peter Lake",1994,152,6,1994-06-01,3,2,"","tp_ug",12.372
"R","Peter Lake",1994,152,6,1994-06-01,4,3.85,"","tp_ug",11.248
"R","Peter Lake",1994,152,6,1994-06-01,5,4.9,"","tp_ug",17.678
"R","Peter Lake",1994,152,6,1994-06-01,6,6.7,"","tp_ug",30.361
"R","Peter Lake",1994,152,6,1994-06-01,7,12,"","tp_ug",75.548
"L","Paul Lake",1994,153,6,1994-06-02,1,0,"","tp_ug",16.41
"L","Paul Lake",1994,153,6,1994-06-02,2,0.7,"","tp_ug",18.449
"L","Paul Lake",1994,153,6,1994-06-02,3,1.5,"","tp_ug",17.11
"L","Paul Lake",1994,153,6,1994-06-02,4,2.5,"","tp_ug",13.509
"L","Paul Lake",1994,153,6,1994-06-02,5,3.5,"","tp_ug",45.613
"L","Paul Lake",1994,153,6,1994-06-02,6,5.1,"","tp_ug",31.559
"L","Paul Lake",1994,153,6,1994-06-02,7,9,"","tp_ug",44.043
"R","Peter Lake",1994,159,6,1994-06-08,1,0,"","tp_ug",16.359
"R","Peter Lake",1994,159,6,1994-06-08,2,0.9,"","tp_ug",13.569
"R","Peter Lake",1994,159,6,1994-06-08,3,1.8,"","tp_ug",15.096
"R","Peter Lake",1994,159,6,1994-06-08,4,3,"","tp_ug",15.026
"R","Peter Lake",1994,159,6,1994-06-08,5,4,"","tp_ug",13.412
"R","Peter Lake",1994,159,6,1994-06-08,6,6,"","tp_ug",39.753
"R","Peter Lake",1994,159,6,1994-06-08,7,12,"","tp_ug",78.349
"L","Paul Lake",1994,160,6,1994-06-09,1,0,"","tp_ug",16.697
"L","Paul Lake",1994,160,6,1994-06-09,2,0.8,"","tp_ug",18.804
"L","Paul Lake",1994,160,6,1994-06-09,3,1.5,"","tp_ug",19.305
"L","Paul Lake",1994,160,6,1994-06-09,4,2.5,"","tp_ug",24.521
"L","Paul Lake",1994,160,6,1994-06-09,5,3.4,"","tp_ug",18.911
"L","Paul Lake",1994,160,6,1994-06-09,6,4.9,"","tp_ug",21.768
"L","Paul Lake",1994,160,6,1994-06-09,7,9,"","tp_ug",42.604
"R","Peter Lake",1994,166,6,1994-06-15,1,0,"","tp_ug",15.346
"R","Peter Lake",1994,166,6,1994-06-15,2,0.8,"","tp_ug",14.957
"R","Peter Lake",1994,166,6,1994-06-15,3,1.9,"","tp_ug",14.793
"R","Peter Lake",1994,166,6,1994-06-15,4,3,"","tp_ug",20.585
"R","Peter Lake",1994,166,6,1994-06-15,5,4,"","tp_ug",18.806
"R","Peter Lake",1994,166,6,1994-06-15,6,6,"","tp_ug",27.423
"R","Peter Lake",1994,166,6,1994-06-15,7,12,"","tp_ug",111.085
"L","Paul Lake",1994,167,6,1994-06-16,1,0,"","tp_ug",13.946
"L","Paul Lake",1994,167,6,1994-06-16,2,0.8,"","tp_ug",13.464
"L","Paul Lake",1994,167,6,1994-06-16,3,1.55,"","tp_ug",17.196
"L","Paul Lake",1994,167,6,1994-06-16,4,2.6,"","tp_ug",21.705
"L","Paul Lake",1994,167,6,1994-06-16,5,3.45,"","tp_ug",18.113
"L","Paul Lake",1994,167,6,1994-06-16,6,5.1,"","tp_ug",43.826
"L","Paul Lake",1994,167,6,1994-06-16,7,9,"","tp_ug",44.39
"R","Peter Lake",1994,173,6,1994-06-22,1,0,"","tp_ug",19.304
"R","Peter Lake",1994,173,6,1994-06-22,2,1.1,"","tp_ug",19.124
"R","Peter Lake",1994,173,6,1994-06-22,3,2.1,"","tp_ug",15.34
"R","Peter Lake",1994,173,6,1994-06-22,4,3.25,"","tp_ug",29.087
"R","Peter Lake",1994,173,6,1994-06-22,5,4,"","tp_ug",22.927
"R","Peter Lake",1994,173,6,1994-06-22,6,6,"","tp_ug",28.899
"R","Peter Lake",1994,173,6,1994-06-22,7,12,"","tp_ug",85.414
"L","Paul Lake",1994,174,6,1994-06-23,1,0,"","tp_ug",10.605
"L","Paul Lake",1994,174,6,1994-06-23,2,0.4,"","tp_ug",10.175
"L","Paul Lake",1994,174,6,1994-06-23,3,1.1,"","tp_ug",12.655
"L","Paul Lake",1994,174,6,1994-06-23,4,2.45,"","tp_ug",15.424
"L","Paul Lake",1994,174,6,1994-06-23,5,3.45,"","tp_ug",15.635
"L","Paul Lake",1994,174,6,1994-06-23,6,5.1,"","tp_ug",30.993
"L","Paul Lake",1994,174,6,1994-06-23,7,9,"","tp_ug",56.921
"R","Peter Lake",1994,180,6,1994-06-29,1,0,"","tp_ug",24.788
"R","Peter Lake",1994,180,6,1994-06-29,2,0.95,"","tp_ug",20.894
"R","Peter Lake",1994,180,6,1994-06-29,3,1.9,"","tp_ug",18.138
"R","Peter Lake",1994,180,6,1994-06-29,4,3.25,"","tp_ug",22.424
"R","Peter Lake",1994,180,6,1994-06-29,5,4.1,"","tp_ug",22.603
"R","Peter Lake",1994,180,6,1994-06-29,6,6,"","tp_ug",27.331
"R","Peter Lake",1994,180,6,1994-06-29,7,12,"","tp_ug",91.887
"L","Paul Lake",1994,181,6,1994-06-30,1,0,"","tp_ug",15.738
"L","Paul Lake",1994,181,6,1994-06-30,2,0.7,"","tp_ug",12.107
"L","Paul Lake",1994,181,6,1994-06-30,3,1.4,"","tp_ug",12.42
"L","Paul Lake",1994,181,6,1994-06-30,4,2.6,"","tp_ug",28.071
"L","Paul Lake",1994,181,6,1994-06-30,5,3.6,"","tp_ug",15.255
"L","Paul Lake",1994,181,6,1994-06-30,6,5.2,"","tp_ug",92.017
"L","Paul Lake",1994,181,6,1994-06-30,7,9,"","tp_ug",56.967
"R","Peter Lake",1994,187,7,1994-07-06,1,0,"","tp_ug",24.207
"R","Peter Lake",1994,187,7,1994-07-06,2,0.9,"","tp_ug",23.784
"R","Peter Lake",1994,187,7,1994-07-06,3,1.7,"","tp_ug",25.209
"R","Peter Lake",1994,187,7,1994-07-06,4,3.1,"","tp_ug",26.781
"R","Peter Lake",1994,187,7,1994-07-06,5,4.1,"","tp_ug",29.336
"R","Peter Lake",1994,187,7,1994-07-06,6,6.1,"","tp_ug",41.892
"R","Peter Lake",1994,187,7,1994-07-06,7,12,"","tp_ug",138.781
"L","Paul Lake",1994,188,7,1994-07-07,1,0,"","tp_ug",21.763
"L","Paul Lake",1994,188,7,1994-07-07,2,0.65,"","tp_ug",12.547
"L","Paul Lake",1994,188,7,1994-07-07,3,1.4,"","tp_ug",10.229
"L","Paul Lake",1994,188,7,1994-07-07,4,2.6,"","tp_ug",8.356
"L","Paul Lake",1994,188,7,1994-07-07,5,3.7,"","tp_ug",13.441
"L","Paul Lake",1994,188,7,1994-07-07,6,5.45,"","tp_ug",22.022
"L","Paul Lake",1994,188,7,1994-07-07,7,9,"","tp_ug",43.471
"R","Peter Lake",1994,194,7,1994-07-13,1,0,"","tp_ug",19.149
"R","Peter Lake",1994,194,7,1994-07-13,2,0.7,"","tp_ug",19.171
"R","Peter Lake",1994,194,7,1994-07-13,3,1.5,"","tp_ug",21.54
"R","Peter Lake",1994,194,7,1994-07-13,4,2.4,"","tp_ug",17.33
"R","Peter Lake",1994,194,7,1994-07-13,5,3.3,"","tp_ug",24.26
"R","Peter Lake",1994,194,7,1994-07-13,6,5.3,"","tp_ug",20.202
"R","Peter Lake",1994,194,7,1994-07-13,7,12,"","tp_ug",73.676
"L","Paul Lake",1994,195,7,1994-07-14,1,0,"","tp_ug",4.501
"L","Paul Lake",1994,195,7,1994-07-14,2,0.8,"","tp_ug",3.987
"L","Paul Lake",1994,195,7,1994-07-14,3,1.6,"","tp_ug",4.474
"L","Paul Lake",1994,195,7,1994-07-14,4,2.8,"","tp_ug",4.379
"L","Paul Lake",1994,195,7,1994-07-14,5,4,"","tp_ug",5.134
"L","Paul Lake",1994,195,7,1994-07-14,6,5.6,"","tp_ug",57.234
"L","Paul Lake",1994,195,7,1994-07-14,7,9,"","tp_ug",53.308
"R","Peter Lake",1994,201,7,1994-07-20,1,0,"","tp_ug",23.381
"R","Peter Lake",1994,201,7,1994-07-20,2,0.7,"","tp_ug",25.157
"R","Peter Lake",1994,201,7,1994-07-20,3,1.4,"","tp_ug",22.986
"R","Peter Lake",1994,201,7,1994-07-20,4,2.3,"","tp_ug",23.971
"R","Peter Lake",1994,201,7,1994-07-20,5,2.8,"","tp_ug",29.276
"R","Peter Lake",1994,201,7,1994-07-20,6,4.4,"","tp_ug",26.497
"R","Peter Lake",1994,201,7,1994-07-20,7,12,"","tp_ug",79.531
"L","Paul Lake",1994,202,7,1994-07-21,1,0,"","tp_ug",11.473
"L","Paul Lake",1994,202,7,1994-07-21,2,0.7,"","tp_ug",9.539
"L","Paul Lake",1994,202,7,1994-07-21,3,1.45,"","tp_ug",10.804
"L","Paul Lake",1994,202,7,1994-07-21,4,2.55,"","tp_ug",9.125
"L","Paul Lake",1994,202,7,1994-07-21,5,3.8,"","tp_ug",10.511
"L","Paul Lake",1994,202,7,1994-07-21,6,5.6,"","tp_ug",28.578
"L","Paul Lake",1994,202,7,1994-07-21,7,9,"","tp_ug",56.775
"R","Peter Lake",1994,208,7,1994-07-27,1,0,"","tp_ug",21.692
"R","Peter Lake",1994,208,7,1994-07-27,2,0.7,"","tp_ug",23.575
"R","Peter Lake",1994,208,7,1994-07-27,3,1.4,"","tp_ug",23.126
"R","Peter Lake",1994,208,7,1994-07-27,4,2.3,"","tp_ug",22.494
"R","Peter Lake",1994,208,7,1994-07-27,5,3.1,"","tp_ug",23.47
"R","Peter Lake",1994,208,7,1994-07-27,6,4.9,"","tp_ug",22.764
"R","Peter Lake",1994,208,7,1994-07-27,7,12,"","tp_ug",80.488
"L","Paul Lake",1994,209,7,1994-07-28,1,0,"","tp_ug",7.527
"L","Paul Lake",1994,209,7,1994-07-28,2,0.6,"","tp_ug",8.2
"L","Paul Lake",1994,209,7,1994-07-28,3,1.4,"","tp_ug",9.135
"L","Paul Lake",1994,209,7,1994-07-28,4,2.45,"","tp_ug",7.861
"L","Paul Lake",1994,209,7,1994-07-28,5,3.55,"","tp_ug",9.588
"L","Paul Lake",1994,209,7,1994-07-28,6,5.5,"","tp_ug",25.787
"L","Paul Lake",1994,209,7,1994-07-28,7,9,"","tp_ug",86.729
"R","Peter Lake",1994,215,8,1994-08-03,1,0,"","tp_ug",24.463
"R","Peter Lake",1994,215,8,1994-08-03,2,0.7,"","tp_ug",27.793
